+-------------------------------+-------------+-------------+-----------------------+--------------+-----------------------+-----------+----------------+-----+-------+-------------------+---------------+---------------+
|              site             |  analytics  | web-servers | javascript-frameworks | tag-managers | programming-languages | databases | web-frameworks | cms | blogs | operating-systems | miscellaneous | video-players |
|       meeteasygirls.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        adulttreats.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|    architectsoftomorrow.com   | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          phomail.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       meeteasychicks.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          gaycream.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         dawnchaser.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      findsluttywomen.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        fetishbyeve.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          xxxbarn.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          ytlxchem.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         go-visual.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          nanitomo.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         swissfuck.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         tnggaming.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          sexbeest.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|         sexfaktor.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        thailandfuck.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        topnotchsex.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          nofrillz.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          pzuriel.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        lustfulmoms.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        cuckoldworld.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          fishent.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|       listofproxies.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         slowsmoked.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        studentproxy.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       bustypictures.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          chatseks.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         freshsweet.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        allisonsuter.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         tokomania.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         adultvilla.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          bareland.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        nakedcougar.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      extremepornblog.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|      theartistcircle.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           sexdp.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          zevarti.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      adultshoponline.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        aventurisexy.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        nakedvillage.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          getaids.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      annuairelingerie.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        angelsfallen.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          lovevan.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         gayguychat.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          penislab.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|          boomxxx.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       adult-webcams.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        americaproxy.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|            lzda.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|    murrietarestaurants.com    | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          tokyobts.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        hardcorevip.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         meetwebcam.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     maleexhibitionist.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      palaceofpleasure.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         pussysweet.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|           fzhty.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          alexcam.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     rencontrebeurette.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|            a-et.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         loladreams.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           glodin.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      fullfilmizlemek.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        pornopornon.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        kelligraham.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       crossdresssex.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        nyloncuties.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        4biddenfruit.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          nylontop.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     mistressjosephine.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        gorgeouspics.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         trahonline.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        barbararubin.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         hadeslair.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       themaplegrille.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          darkteen.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      bigblackbooties.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       fetishgoround.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          adult-tr.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           itxxx.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       divineescapes.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      adultwebcamgirl.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        wallpapersx.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        orgogliogay.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      freesexvideoclip.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          cumshut.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       cuntdestroyer.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         concedido.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           3dserv.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        parcourrier.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|           xjksyc.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           sefay.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       alexandratatar.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          ailuwang.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        femmecougars.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           de-vis.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           cadise.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        sexybelinda.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       hornyfuckbuddy.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           k9host.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          gogosexy.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          fickpics.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       secretmountain.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        amateur-girl.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         macksystem.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      worldwidesexshop.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         lilbitches.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       amateuranalsex.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         wetmatures.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       prostheticcunt.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        mangaviewer.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       japanesejunkie.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        bdsmspanking.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          nodenews.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         sexmaniax.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          pornolas.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        proxyforwork.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        teenanalfuck.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         girlsbest.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          jodixxx.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       girlfriendvidz.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           famho.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        niftyerotic.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        chiennasses.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           wpstb.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         nakedhour.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|            20tb.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           eqona.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         photomuza.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          piss-off.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         asian-slut.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           199858.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        markbrandon.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       elitewebmodels.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|  armageddonentertainment.com  | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
| anacapasurgicalassociates.com | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      pillowfightgirls.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         young-anal.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        astuteclass.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         thumbguys.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        adultposting.com       |             |    Apache   |         jQuery        |              |                       |           |                |     |       |                   |               |               |
|       pussyuniverse.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       cizgifilmizlet.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        pornosurfer.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         razvratno.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       teenpornmodels.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         anitakiss.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         pussymound.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          cocoxxx.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       extrahardcore.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        newyorkebony.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         deadcorpse.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         viplolita.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     pantyhoseseduction.com    | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         infobrave.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     postorgasmtorture.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      dominatrixlondon.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         bestcrazy.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          adulttoo.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      thenaughtygirls.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        sexgallerie.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         karmaladen.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         intimamour.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      theexoticdancer.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          allsoles.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|            aax2.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        erotik-date.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      geilesexkontakte.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       thenaughtywife.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          mickblue.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         pornrandom.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         sexsources.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          cumchick.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       womenuncovered.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           konshu.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     sottosoprasexyshop.com    | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           sexcry.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|     privateschoolgirls.com    | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         imreckless.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        sikispornosu.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         einfachsex.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        shannonriley.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       bostancielfida.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         roofstroy.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          opantsu.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      rencontrerapide.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       oralpleasures.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     wivesanddaughters.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         tgparchive.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          gentlist.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         hmrcustoms.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         caragirls.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           ravynx.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         daytonjets.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           tgtre.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       misslibertine.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      softtouchmassage.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         analsalon.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          podbitch.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        icecoolteens.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         dailyspunk.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       kittykatlounge.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
